,변수명,변수설명7,변수설명8
1,ID,개인 아이디,개인 아이디
2,ID_FAM,가구 아이디,가구 아이디
4,REGION,17개 시도,17개 시도
5,TOWN_T,동/읍면 구분,동/읍면 구분
6,APT_T,아파트 구분,아파트 구분
7,PSU,조사구번호,조사구번호
8,SEX,성별,성별
9,AGE,만나이,만나이
11,INCM,소득 4분위수(개인),소득 4분위수(개인)
12,HO_INCM,소득 4분위수(가구),소득 4분위수(가구)
13,INCM5,소득 5분위수(개인),소득 5분위수(개인)
14,HO_INCM5,소득 5분위수(가구),소득 5분위수(가구)
15,EDU,교육수준 재분류 코드,교육수준 재분류 코드
16,OCCP,직업재분류 및 실업/비경제활동상태 코드,직업재분류 및 실업/비경제활동상태 코드
17,WT_HS,가구조사 가중치,가구조사 가중치
18,WT_ITVEX,건강설문-검진조사 가중치,건강설문-검진조사 가중치
19,WT_PFT,폐기능검사 가중치(만40세이상),폐기능검사 가중치(만40세이상)
20,WT_NTR,영양조사 가중치,영양조사 가중치
21,WT_TOT,건강설문-검진조사 & 영양조사 가중치,건강설문-검진조사 & 영양조사 가중치
22,WT_PFNT,폐기능검사 & 영양조사 가중치(만40세이상),폐기능검사 & 영양조사 가중치(만40세이상)
23,KSTRATA,분산추정 층 ,분산추정 층 
24,CFAM,가구원수,가구원수
25,GENERTN,가구 세대구성코드,가구 세대구성코드
26,ALLOWNC,기초생활수급 여부,기초생활수급 여부
27,LIVE_T,주택형태,주택형태
28,AINC,월평균 가구총소득,월평균 가구총소득
29,MARRI_1,결혼여부,결혼여부
30,MARRI_2,결혼상태,결혼상태
31,FAM_RELA,가구주와의 관계,가구주와의 관계
32,TINS,건강보험종류,건강보험종류
33,ID_F,아버지 아이디,아버지 아이디
34,ID_M,어머니 아이디,어머니 아이디
35,D_2_WK,최근2주간 불편감일수,최근2주간 불편감일수
36,DI1_DG,고혈압 의사진단 여부 ,고혈압 의사진단 여부 
37,DI1_AG,고혈압 진단시기,고혈압 진단시기
39,DI1_PT,고혈압 치료,고혈압 치료
40,DI1_2,혈압조절제 복용,혈압조절제 복용
41,DI2_AG,이상지질혈증 진단시기,이상지질혈증 진단시기
43,DI2_2,이상지질혈증 약복용,이상지질혈증 약복용
44,DI3_AG,뇌졸중 진단시기,뇌졸중 진단시기
45,DI3_2,뇌졸중 후유증,뇌졸중 후유증
46,DI4_DG,심근경색증 또는 협심증 의사진단 여부,심근경색증 또는 협심증 의사진단 여부
48,DI4_PT,심근경색증 또는 협심증 치료,심근경색증 또는 협심증 치료
49,DI5_DG,심근경색증 의사진단 여부,심근경색증 의사진단 여부
50,DI5_AG,심근경색증 진단시기,심근경색증 진단시기
52,DI5_PT,심근경색증 치료,심근경색증 치료
53,DI6_DG,협심증 의사진단 여부,협심증 의사진단 여부
54,DI6_AG,협심증 진단시기,협심증 진단시기
56,DI6_PT,협심증 치료,협심증 치료
57,DM1_DG,관절염 의사진단 여부,관절염 의사진단 여부
58,DM1_PR,관절염 현재 유병 여부,관절염 현재 유병 여부
59,DM1_PT,관절염 치료,관절염 치료
60,DM2_AG,골관절염 진단시기,골관절염 진단시기
61,DM3_DG,류마티스성 관절염 의사진단 여부,류마티스성 관절염 의사진단 여부
62,DM3_AG,류마티스성 관절염 진단시기,류마티스성 관절염 진단시기
64,DM3_PT,류마티스성 관절염 치료,류마티스성 관절염 치료
65,DM4_DG,골다공증 의사진단 여부,골다공증 의사진단 여부
66,DM4_AG,골다공증 진단시기,골다공증 진단시기
68,DM4_PT,골다공증 치료,골다공증 치료
69,DJ2_AG,폐결핵 진단시기,폐결핵 진단시기
70,DJ4_DG,천식 의사진단 여부,천식 의사진단 여부
71,DJ4_AG,천식 진단시기,천식 진단시기
72,DJ4_PT,천식 치료 ,천식 치료 
73,DJ4_3,천식 약복용,천식 약복용
74,DE1_DG,당뇨병 의사진단 여부,당뇨병 의사진단 여부
75,DE1_AG,당뇨병 진단시기,당뇨병 진단시기
76,DE1_3,당뇨병혈당관리치료여부,당뇨병혈당관리치료여부
77,DE1_4,안저검사,안저검사
78,DE2_AG,갑상선 질환 진단시기,갑상선 질환 진단시기
79,DC1_DG,위암 의사진단 여부,위암 의사진단 여부
80,DC1_AG,위암 진단시기,위암 진단시기
82,DC1_PT,위암 치료 여부,위암 치료 여부
83,DC2_DG,간암 의사진단 여부,간암 의사진단 여부
84,DC2_AG,간암 진단시기,간암 진단시기
85,DC3_DG,대장암 의사진단 여부,대장암 의사진단 여부
86,DC3_AG,대장암 진단시기,대장암 진단시기
87,DC4_DG,유방암 의사진단 여부,유방암 의사진단 여부
88,DC4_AG,유방암 진단시기,유방암 진단시기
89,DC5_DG,자궁경부암 의사진단 여부,자궁경부암 의사진단 여부
90,DC5_AG,자궁경부암 진단시기,자궁경부암 진단시기
91,DC6_DG,폐암 의사진단 여부,폐암 의사진단 여부
92,DC6_AG,폐암 진단시기,폐암 진단시기
93,DC7_DG,갑상선암 의사진단 여부,갑상선암 의사진단 여부
94,DC7_AG,갑상선암 진단시기,갑상선암 진단시기
95,DC11_DG,기타암1 의사진단 여부,기타암1 의사진단 여부
96,DC11_AG,기타암1 진단시기,기타암1 진단시기
97,DC12_DG,기타암2 의사진단 여부,기타암2 의사진단 여부
98,DC12_AG,기타암2 진단시기,기타암2 진단시기
99,DF2_AG,우울증 진단시기,우울증 진단시기
101,DL1_DG,아토피피부염 의사진단 여부,아토피피부염 의사진단 여부
102,DL1_AG,아토피피부염 진단시기,아토피피부염 진단시기
103,DJ8_DG,알레르기비염 의사진단 여부,알레르기비염 의사진단 여부
104,DJ8_AG,알레르기비염 진단시기,알레르기비염 진단시기
105,DJ6_DG,부비동염 의사진단 여부,부비동염 의사진단 여부
106,DJ6_AG,부비동염 진단시기,부비동염 진단시기
108,DJ6_PT,부비동염 치료,부비동염 치료
109,DH4_DG,중이염 의사진단 여부,중이염 의사진단 여부
110,DH4_AG,중이염 진단시기,중이염 진단시기
112,DH4_PT,중이염 치료,중이염 치료
113,DK8_AG,B형간염 진단시기,B형간염 진단시기
114,DK9_AG,C형간염 진단시기,C형간염 진단시기
115,DK4_AG,간경변증 진단시기,간경변증 진단시기
116,M_2_YR,필요 의료서비스 미충족 여부,필요 의료서비스 미충족 여부
117,MT_NONTRT,연간미충족여부(병의원),연간미충족여부(병의원)
118,BH2_61,(성인) 2년간 암검진 여부 ,(성인) 2년간 암검진 여부 
119,LQ4_00,활동제한 여부,활동제한 여부
144,LQ1_SB,최근 1달간 와병여부,최근 1달간 와병여부
145,LQ1_MN,최근 1달간 와병일수,최근 1달간 와병일수
146,LQ2_AB,최근 1달간 결근여부,최근 1달간 결근여부
147,LQ2_MN,최근 1달간 결근일수,최근 1달간 결근일수
148,EQ5D,EQ-5D index***,EQ-5D index***
149,AC3,손상 횟수,손상 횟수
150,AC8_1_01,손상1 치료,손상1 치료
151,AC8_1_02,손상2 치료,손상2 치료
152,AC8_1_03,손상3 치료,손상3 치료
155,MH1_YR,1년간 입원이용 여부,1년간 입원이용 여부
156,MH1_1,입원이용 횟수,입원이용 횟수
157,MO1_WK,2주간 외래이용 여부,2주간 외래이용 여부
158,EC1_1,경제활동 상태,경제활동 상태
159,EC_OCCP,(취업자) 표준직업분류 대분류 코드,(취업자) 표준직업분류 대분류 코드
160,EC_STT_1,(취업자) 종사상지위,(취업자) 종사상지위
161,EC_WHT_0,(취업자) 정규직 여부,(취업자) 정규직 여부
162,EC_WHT_23,주당 평균 근로시간,주당 평균 근로시간
163,EC_WHT_5,변형근로시간,변형근로시간
164,EC_LGW_4,(성인) 최장일자리: 종사상지위,(성인) 최장일자리: 종사상지위
165,EC_LGW_5,(성인) 최장일자리: 종사상지위 상세,(성인) 최장일자리: 종사상지위 상세
166,EC_PEDU_1,(성인) 유년기환경: 아버지 교육수준,(성인) 유년기환경: 아버지 교육수준
167,EC_PEDU_2,(성인) 유년기환경: 어머니 교육수준,(성인) 유년기환경: 어머니 교육수준
168,BO3_01,체중조절방법: 운동,체중조절방법: 운동
169,BO3_03,체중조절방법: 식사량 감소,체중조절방법: 식사량 감소
170,BO3_14,체중조절방법: 결식(식사를 거름),체중조절방법: 결식(식사를 거름)
171,BO3_07,체중조절방법: 건강기능식품,체중조절방법: 건강기능식품
172,BO3_09,체중조절방법: 원푸드다이어트,체중조절방법: 원푸드다이어트
173,BO3_10,체중조절방법: 기타,체중조절방법: 기타
174,BD2_31,(만12세이상) 폭음 빈도,(만12세이상) 폭음 빈도
175,BD2_32,(성인) 여자 폭음 빈도,(성인) 여자 폭음 빈도
176,BD7_4,(성인) 가족/의사의 절주 권고 여부,(성인) 가족/의사의 절주 권고 여부
177,BD7_61,1년간 타인의 음주로 인한 피해 여부: 소란,1년간 타인의 음주로 인한 피해 여부: 소란
178,BD7_62,1년간 타인의 음주로 인한 피해 여부: 폭행,1년간 타인의 음주로 인한 피해 여부: 폭행
179,BD7_63,1년간 타인의 음주로 인한 피해 여부: 성추행,1년간 타인의 음주로 인한 피해 여부: 성추행
180,BD7_64,1년간 타인의 음주로 인한 피해 여부: 작업 또는 일상생활 중 사고,1년간 타인의 음주로 인한 피해 여부: 작업 또는 일상생활 중 사고
181,BD7_65,1년간 타인의 음주로 인한 피해 여부: 음주운전 사고,1년간 타인의 음주로 인한 피해 여부: 음주운전 사고
182,BD7_66,1년간 타인의 음주로 인한 피해 여부: 기타,1년간 타인의 음주로 인한 피해 여부: 기타
183,DR_MONTH,월간음주율,월간음주율
184,BA2_12,(성인) 운전시 안전벨트 착용여부,(성인) 운전시 안전벨트 착용여부
185,BA2_2_1,(성인) 1년간 음주운전 여부: 자전거,(성인) 1년간 음주운전 여부: 자전거
186,BA2_2_2,(성인) 1년간 음주운전 횟수: 자전거,(성인) 1년간 음주운전 횟수: 자전거
187,BA2_2_3,(성인) 1년간 음주운전 여부: 오토바이,(성인) 1년간 음주운전 여부: 오토바이
188,BA2_2_4,(성인) 1년간 음주운전 횟수: 오토바이,(성인) 1년간 음주운전 횟수: 오토바이
189,BA2_2_5,(성인) 1년간 음주운전 여부: 자동차,(성인) 1년간 음주운전 여부: 자동차
190,BA2_2_6,(성인) 1년간 음주운전 횟수: 자동차,(성인) 1년간 음주운전 횟수: 자동차
191,BA2_22,(성인) 1년간 음주운전차량: 동승 횟수,(성인) 1년간 음주운전차량: 동승 횟수
194,SC_SEATBLT2,동승차량 앞좌석 안전벨트 착용률,동승차량 앞좌석 안전벨트 착용률
195,BP_PHQ_1,(성인) PHQ-9 문항1,(성인) PHQ-9 문항1
196,BP_PHQ_2,(성인) PHQ-9 문항2,(성인) PHQ-9 문항2
197,BP_PHQ_3,(성인) PHQ-9 문항3,(성인) PHQ-9 문항3
198,BP_PHQ_4,(성인) PHQ-9 문항4,(성인) PHQ-9 문항4
199,BP_PHQ_5,(성인) PHQ-9 문항5,(성인) PHQ-9 문항5
200,BP_PHQ_6,(성인) PHQ-9 문항6,(성인) PHQ-9 문항6
201,BP_PHQ_7,(성인) PHQ-9 문항7,(성인) PHQ-9 문항7
202,BP_PHQ_8,(성인) PHQ-9 문항8,(성인) PHQ-9 문항8
203,BP_PHQ_9,(성인) PHQ-9 문항9,(성인) PHQ-9 문항9
204,BP1,평소 스트레스 인지 정도,평소 스트레스 인지 정도
205,BP5,2주이상 연속 우울감 여부,2주이상 연속 우울감 여부
206,BP6_10,1년간 자살 생각 여부,1년간 자살 생각 여부
207,BP6_2,1년간 자살 계획 여부,1년간 자살 계획 여부
208,BP6_31,1년간 자살 시도 여부,1년간 자살 시도 여부
209,BP7,1년간 정신문제 상담,1년간 정신문제 상담
210,MH_STRESS,스트레스 인지율,스트레스 인지율
211,SM_PRESNT,현재흡연율,현재흡연율
212,BE8_1,평소 하루 앉아서 보내는 시간(시간),평소 하루 앉아서 보내는 시간(시간)
213,BE8_2,평소 하루 앉아서 보내는 시간(분),평소 하루 앉아서 보내는 시간(분)
214,BE3_31,1주일간 걷기 일수,1주일간 걷기 일수
215,BE3_32,걷기 지속 시간(시간),걷기 지속 시간(시간)
216,BE3_33,걷기 지속 시간(분),걷기 지속 시간(분)
217,BE5_1,1주일간 근력운동 일수,1주일간 근력운동 일수
218,PA_AEROBIC,유산소 신체활동 실천율,유산소 신체활동 실천율
220,LW_MP_A,폐경연령,폐경연령
221,LW_MS_A,초경연령,초경연령
222,LW_BR,모유수유 경험 여부,모유수유 경험 여부
223,LW_BR_CH,모유수유 자녀수,모유수유 자녀수
224,LW_BR_DUR,모유수유기간(월 환산),모유수유기간(월 환산)
225,LW_BR_YY,모유수유기간(연),모유수유기간(연)
226,LW_BR_MM,모유수유기간(월),모유수유기간(월)
227,LW_OC,경구피임약 복용여부,경구피임약 복용여부
228,HE_FST,공복시간,공복시간
229,HE_HPDR,검진당일 고혈압 약 복용 여부,검진당일 고혈압 약 복용 여부
230,HE_DMDR,검진당일 당뇨병 약 복용 여부,검진당일 당뇨병 약 복용 여부
231,HE_MENS,생리여부,생리여부
232,HE_PRG,임신여부,임신여부
234,HE_FH,만성질환 의사진단 가족력 여부,만성질환 의사진단 가족력 여부
235,HE_HPFH1,고혈압 의사진단 여부(부),고혈압 의사진단 여부(부)
236,HE_HPFH2,고혈압 의사진단 여부(모),고혈압 의사진단 여부(모)
237,HE_HPFH3,고혈압 의사진단 여부(형제자매),고혈압 의사진단 여부(형제자매)
238,HE_HLFH1,고지혈증 의사진단 여부(부),고지혈증 의사진단 여부(부)
239,HE_HLFH2,고지혈증 의사진단 여부(모),고지혈증 의사진단 여부(모)
240,HE_HLFH3,고지혈증 의사진단 여부(형제자매),고지혈증 의사진단 여부(형제자매)
241,HE_IHDFH1,허혈성심장질환 의사진단 여부(부),허혈성심장질환 의사진단 여부(부)
242,HE_IHDFH2,허혈성심장질환 의사진단 여부(모),허혈성심장질환 의사진단 여부(모)
243,HE_IHDFH3,허혈성심장질환 의사진단 여부(형제자매),허혈성심장질환 의사진단 여부(형제자매)
244,HE_STRFH1,뇌졸중 의사진단 여부(부),뇌졸중 의사진단 여부(부)
245,HE_STRFH2,뇌졸중 의사진단 여부(모),뇌졸중 의사진단 여부(모)
246,HE_STRFH3,뇌졸중 의사진단 여부(형제자매),뇌졸중 의사진단 여부(형제자매)
247,HE_DMFH1,당뇨병 의사진단 여부(부),당뇨병 의사진단 여부(부)
248,HE_DMFH2,당뇨병 의사진단 여부(모),당뇨병 의사진단 여부(모)
249,HE_DMFH3,당뇨병 의사진단 여부(형제자매),당뇨병 의사진단 여부(형제자매)
250,HE_THFH1,갑상선질환 의사진단 여부(부),갑상선질환 의사진단 여부(부)
251,HE_THFH2,갑상선질환 의사진단 여부(모),갑상선질환 의사진단 여부(모)
252,HE_THFH3,갑상선질환 의사진단 여부(형제자매),갑상선질환 의사진단 여부(형제자매)
253,HE_HBFH1,B형간염 의사진단 여부(부),B형간염 의사진단 여부(부)
254,HE_HBFH2,B형간염 의사진단 여부(모),B형간염 의사진단 여부(모)
255,HE_HBFH3,B형간염 의사진단 여부(형제자매),B형간염 의사진단 여부(형제자매)
256,HE_RPLS,맥박 규칙성 여부,맥박 규칙성 여부
257,HE_MPLS,60초 맥박수,60초 맥박수
258,HE_NARM,혈압 측정 팔,혈압 측정 팔
259,HE_SBP1,1차 수축기 혈압,1차 수축기 혈압
260,HE_DBP1,1차 이완기 혈압,1차 이완기 혈압
261,HE_SBP2,2차 수축기 혈압,2차 수축기 혈압
262,HE_DBP2,2차 이완기 혈압,2차 이완기 혈압
263,HE_SBP3,3차 수축기 혈압,3차 수축기 혈압
264,HE_DBP3,3차 이완기 혈압,3차 이완기 혈압
265,HE_SBP,"최종 수축기 혈압(2,3차 평균)","최종 수축기 혈압(2,3차 평균)"
266,HE_DBP,"최종 이완기 혈압(2,3차 평균)","최종 이완기 혈압(2,3차 평균)"
267,HE_HP,고혈압 유병여부(19세이상),고혈압 유병여부(19세이상)
268,HE_HT,신장,신장
269,HE_WT,체중,체중
270,HE_WC,허리둘레,허리둘레
271,HE_BMI,체질량지수,체질량지수
272,HE_OBE,비만 유병여부(19세이상),비만 유병여부(19세이상)
275,HE_GLU,공복혈당,공복혈당
276,HE_HBA1C,당화혈색소,당화혈색소
277,HE_CHOL,총콜레스테롤,총콜레스테롤
278,HE_HDL_ST2,HDL-콜레스테롤(보정값),HDL-콜레스테롤(보정값)
279,HE_TG,중성지방,중성지방
280,HE_LDL_DRCT,LDL-콜레스테롤(직접검사),LDL-콜레스테롤(직접검사)
281,HE_HCHOL,고콜레스테롤혈증 유병여부(19세이상),고콜레스테롤혈증 유병여부(19세이상)
282,HE_HTG,고중성지방혈증 유병여부(10세이상),고중성지방혈증 유병여부(10세이상)
283,HE_AST,AST(SGOT),AST(SGOT)
284,HE_ALT,ALT(SGPT),ALT(SGPT)
285,HE_ALT_ETC,ALT(SGPT) 장비분석범위,ALT(SGPT) 장비분석범위
286,HE_HEPAB,B형간염표면항원 양성여부(10세이상),B형간염표면항원 양성여부(10세이상)
287,HE_HEPAC,C형간염항체 양성여부(10세이상),C형간염항체 양성여부(10세이상)
288,HE_HB,헤모글로빈,헤모글로빈
289,HE_HCT,헤마토크리트,헤마토크리트
290,HE_ANEM,빈혈 유병여부(10세이상),빈혈 유병여부(10세이상)
291,HE_BUN,혈중요소질소,혈중요소질소
292,HE_CREA,혈중크레아티닌,혈중크레아티닌
293,HE_WBC,백혈구,백혈구
294,HE_RBC,적혈구,적혈구
295,HE_BPLT,혈소판,혈소판
296,HE_UACID,요산,요산
297,HE_UACID_ETC,요산 장비분석범위,요산 장비분석범위
298,HE_UPH,요산도,요산도
299,HE_UNITR,아질산염,아질산염
300,HE_USG,요비중,요비중
301,HE_UPRO,요단백,요단백
302,HE_UGLU,요당,요당
303,HE_UKET,요케톤,요케톤
304,HE_UBIL,요빌리루빈,요빌리루빈
305,HE_UBLD,요잠혈,요잠혈
306,HE_URO,유로빌리노겐,유로빌리노겐
307,HE_UCOT,요코티닌,요코티닌
309,HE_UCREA,요크레아티닌,요크레아티닌
310,HE_UNA,요나트륨,요나트륨
311,HE_UKAL,요칼륨,요칼륨
313,HE_FVC,노력성 폐활량,노력성 폐활량
314,HE_FVCP,노력성 폐활량 (정상추정치와의 비율),노력성 폐활량 (정상추정치와의 비율)
315,HE_FEV1,1초간 노력성 호기량,1초간 노력성 호기량
316,HE_FEV1P,1초간 노력성 호기량 (정상추정치와의 비율),1초간 노력성 호기량 (정상추정치와의 비율)
317,HE_FEV1FVC,1초간 노력성 호기량 / 노력성 폐활량,1초간 노력성 호기량 / 노력성 폐활량
318,HE_FEV6,6초간 노력성 호기량,6초간 노력성 호기량
319,HE_FEF25_75,노력성 호기 중간유량,노력성 호기 중간유량
320,HE_PEF,최대 호기유속,최대 호기유속
321,HE_COPD,폐기능 판정결과,폐기능 판정결과
322,HE_COUGH1,연속 3개월이상 기침 경험여부,연속 3개월이상 기침 경험여부
323,HE_COUGH2,연속 3개월이상 기침 경험기간,연속 3개월이상 기침 경험기간
324,HE_SPUT1,연속 3개월이상 가래 경험여부,연속 3개월이상 가래 경험여부
325,HE_SPUT2,연속 3개월이상 가래 경험기간,연속 3개월이상 가래 경험기간
326,HE_PFTDR,만성폐쇄성폐질환 의사진단 여부,만성폐쇄성폐질환 의사진단 여부
327,HE_PFTAG,만성폐쇄성폐질환 의사진단 연령,만성폐쇄성폐질환 의사진단 연령
328,HE_PFTTR,만성폐쇄성폐질환 치료 여부,만성폐쇄성폐질환 치료 여부
329,HE_PFTHS,만성폐쇄성폐질환 입원 여부,만성폐쇄성폐질환 입원 여부
330,OR1,본인인지 구강건강상태,본인인지 구강건강상태
331,O_PAIN,최근 1년간 치통 경험유무,최근 1년간 치통 경험유무
332,O_ORTHO,교정치료 경험 유무,교정치료 경험 유무
333,BM1_0,어제 하루 칫솔질 여부,어제 하루 칫솔질 여부
334,BM1_1,칫솔질 시기: 아침식사 전,칫솔질 시기: 아침식사 전
335,BM1_2,칫솔질 시기: 아침식사 후,칫솔질 시기: 아침식사 후
336,BM1_3,칫솔질 시기: 점심식사 전,칫솔질 시기: 점심식사 전
337,BM1_4,칫솔질 시기: 점심식사 후,칫솔질 시기: 점심식사 후
338,BM1_5,칫솔질 시기: 저녁식사 전,칫솔질 시기: 저녁식사 전
339,BM1_6,칫솔질 시기: 저녁식사 후,칫솔질 시기: 저녁식사 후
340,BM1_7,칫솔질 시기: 간식 후,칫솔질 시기: 간식 후
341,BM1_8,칫솔질 시기: 잠자기 전,칫솔질 시기: 잠자기 전
